,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2017-08-10,69.1,69.1,68.0,68.0,66.9,66.9,68.0,73.0,75.9,79.0,82.0,82.9,81.0,80.1,80.1,80.1,79.0,78.1,75.9,72.0,70.0,69.1,69.1,68.0
2017-08-11,68.0,66.9,66.9,66.9,66.9,66.9,66.9,69.1,73.0,77.0,82.0,81.0,80.1,79.0,80.1,78.1,77.0,75.9,73.9,71.1,70.0,69.1,69.1,68.0
2017-08-12,68.0,66.9,66.9,66.0,66.0,66.0,66.0,68.0,69.1,73.0,79.0,81.0,84.0,81.0,80.1,78.1,77.0,77.0,73.9,69.1,66.9,66.9,66.9,68.0
2017-08-13,70.0,70.0,70.0,70.0,69.1,70.0,70.0,70.0,72.0,77.0,80.1,82.9,82.0,80.1,80.1,78.1,77.0,77.0,73.9,70.0,68.0,66.9,66.0,66.9
2017-08-14,66.0,66.9,68.0,68.0,70.0,69.1,69.1,70.0,72.0,73.0,78.1,79.0,79.0,75.9,75.0,75.0,75.0,75.0,72.0,69.1,68.0,68.0,68.0,68.0
2017-08-15,68.0,69.1,69.1,66.9,66.9,68.0,68.0,68.0,69.1,73.9,73.9,73.9,73.9,73.0,75.0,75.0,75.0,73.9,72.0,70.0,69.1,69.1,69.1,0
2017-08-16,69.1,69.1,69.1,68.0,69.1,68.0,68.0,69.1,71.1,75.0,77.0,78.1,80.1,75.9,75.9,75.9,75.0,73.9,72.0,69.1,69.1,68.0,68.0,66.9
2017-08-17,66.9,66.9,66.0,66.0,66.0,66.0,66.0,70.0,73.0,73.0,77.0,81.0,80.1,78.1,77.0,75.9,75.9,75.0,73.0,70.0,69.1,68.0,68.0,66.9
2017-08-18,66.0,64.9,64.9,66.0,64.9,64.9,66.0,68.0,70.0,73.9,79.0,80.1,78.1,77.0,77.0,77.0,75.9,73.0,70.0,69.1,69.1,68.0,66.9,0
2017-08-19,66.9,66.9,66.9,66.9,66.9,68.0,68.0,69.1,73.0,78.1,79.0,81.0,79.0,79.0,77.0,77.0,77.0,75.0,73.0,70.0,69.1,69.1,68.0,68.0
2017-08-20,69.1,68.0,69.1,68.0,69.1,69.1,69.1,70.0,71.1,72.0,77.0,79.0,79.0,78.1,78.1,77.0,75.0,73.9,71.1,70.0,69.1,68.0,68.0,69.1
2017-08-21,69.1,69.1,70.0,70.0,70.0,71.1,73.9,75.9,75.0,79.0,79.0,79.0,78.1,77.0,75.9,75.9,73.0,71.1,70.0,70.0,69.1,69.1,0,0
2017-08-22,68.0,66.9,66.9,66.9,66.9,66.0,66.9,69.1,73.0,78.1,82.0,80.1,79.0,78.1,78.1,77.0,78.1,77.0,72.0,71.1,70.0,69.1,69.1,0
2017-08-23,68.0,68.0,69.1,69.1,69.1,69.1,69.1,70.0,70.0,72.0,73.9,77.0,79.0,75.9,75.9,75.0,75.0,73.9,70.0,69.1,68.0,68.0,68.0,68.0
2017-08-24,68.0,68.0,68.0,68.0,68.0,69.1,69.1,69.1,69.1,71.1,72.0,75.9,77.0,77.0,77.0,75.0,75.0,73.9,71.1,70.0,69.1,69.1,69.1,69.1
2017-08-25,68.0,68.0,69.1,69.1,69.1,69.1,70.0,70.0,72.0,72.0,75.0,77.0,80.1,79.0,79.0,78.1,77.0,75.0,73.0,71.1,70.0,70.0,70.0,69.1
2017-08-26,69.1,69.1,69.1,69.1,68.0,69.1,69.1,70.0,71.1,78.1,81.0,84.9,84.0,82.0,80.1,80.1,77.0,75.9,73.9,71.1,70.0,69.1,69.1,69.1
2017-08-27,69.1,69.1,68.0,68.0,68.0,68.0,68.0,66.9,70.0,75.9,81.0,80.1,78.1,79.0,77.0,78.1,77.0,73.9,72.0,71.1,71.1,71.1,70.0,0
2017-08-28,69.1,69.1,68.0,68.0,68.0,68.0,68.0,73.9,80.1,84.9,86.0,86.0,84.9,82.9,82.9,81.0,81.0,75.0,73.9,73.0,73.9,73.9,73.0,0
2017-08-29,73.0,72.0,72.0,71.1,71.1,71.1,71.1,73.9,79.0,84.0,88.0,93.0,93.0,90.0,89.1,91.0,89.1,86.0,82.9,78.1,75.0,73.9,73.9,73.9
2017-08-30,73.0,73.0,72.0,71.1,71.1,73.0,72.0,75.9,81.0,88.0,91.0,89.1,91.0,90.0,90.0,89.1,89.1,88.0,84.9,82.0,79.0,78.1,78.1,78.1
2017-08-31,78.1,77.0,77.0,75.0,75.0,73.9,73.9,78.1,80.1,90.0,95.0,99.0,99.0,98.1,98.1,93.9,91.0,93.9,97.0,93.0,84.9,81.0,79.0,0
2017-09-01,75.9,75.9,78.1,77.0,75.9,75.9,77.0,81.0,88.0,93.9,99.0,95.0,93.9,96.1,100.0,99.0,93.0,93.0,89.1,86.0,82.0,82.0,82.0,84.0
2017-09-02,82.9,82.0,82.0,82.0,81.0,79.0,79.0,81.0,84.0,88.0,90.0,93.0,96.1,97.0,97.0,99.0,98.1,96.1,91.0,84.9,84.9,84.0,84.9,84.9
2017-09-03,86.0,84.0,84.0,84.0,86.0,84.0,89.1,91.0,93.9,98.1,99.0,96.1,95.0,90.0,88.0,86.0,84.9,82.0,81.0,80.1,79.0,78.1,77.0,77.0
2017-09-04,78.1,75.9,75.9,73.9,75.0,75.0,75.0,77.0,79.0,80.1,84.0,82.0,82.9,81.0,79.0,79.0,80.1,79.0,77.0,75.9,75.9,75.0,73.9,73.9
2017-09-05,73.0,73.0,73.0,72.0,72.0,72.0,71.1,73.9,75.0,81.0,82.0,80.1,82.0,81.0,82.0,82.0,81.0,79.0,75.9,75.0,75.0,75.0,75.0,75.0
2017-09-06,73.9,73.0,72.0,72.0,73.0,71.1,71.1,73.9,77.0,80.1,82.0,82.0,79.0,79.0,79.0,78.1,78.1,77.0,73.9,72.0,73.0,72.0,72.0,72.0
2017-09-07,72.0,71.1,68.0,68.0,68.0,68.0,66.9,71.1,75.0,79.0,82.0,84.9,84.9,81.0,80.1,82.0,79.0,77.0,75.0,72.0,71.1,72.0,71.1,71.1
2017-09-08,68.0,69.1,68.0,68.0,66.9,66.9,68.0,69.1,73.0,75.0,79.0,84.0,82.0,81.0,80.1,78.1,77.0,77.0,73.9,70.0,69.1,69.1,68.0,68.0
2017-09-09,68.0,68.0,69.1,69.1,69.1,70.0,70.0,70.0,71.1,73.9,79.0,81.0,80.1,81.0,81.0,79.0,77.0,73.9,71.1,69.1,68.0,68.0,66.9,0
2017-09-10,66.9,66.9,66.9,66.9,66.9,66.9,66.9,72.0,75.9,82.0,86.0,90.0,90.0,88.0,88.0,82.9,80.1,75.9,75.9,73.0,70.0,70.0,72.0,0
2017-09-11,72.0,72.0,73.0,73.9,72.0,71.1,71.1,73.9,77.0,82.0,84.0,88.0,93.0,86.0,82.9,82.9,82.0,80.1,78.1,75.0,73.9,73.9,73.0,71.1
2017-09-12,71.1,71.1,70.0,70.0,69.1,69.1,69.1,69.1,70.0,75.0,75.9,77.0,77.0,77.0,77.0,77.0,75.9,73.0,70.0,70.0,69.1,69.1,68.0,0
2017-09-13,66.9,68.0,68.0,68.0,68.0,68.0,66.9,68.0,70.0,72.0,75.9,75.0,78.1,75.0,75.0,75.0,73.9,72.0,70.0,69.1,68.0,66.9,66.9,66.0
2017-09-14,66.0,66.0,64.9,64.0,64.0,64.0,64.0,68.0,71.1,73.9,75.9,75.0,75.9,75.0,73.9,73.9,73.9,73.0,71.1,70.0,69.1,69.1,69.1,69.1
2017-09-15,66.9,66.9,66.0,66.9,66.9,66.9,66.9,68.0,70.0,75.0,75.0,73.0,75.9,77.0,77.0,75.0,73.0,73.0,71.1,70.0,69.1,69.1,68.0,68.0
2017-09-16,66.9,66.0,66.0,66.0,66.0,68.0,68.0,69.1,70.0,72.0,73.0,77.0,78.1,78.1,77.0,75.9,75.0,73.0,71.1,70.0,69.1,68.0,68.0,68.0
2017-09-17,66.9,66.0,66.0,66.9,66.9,66.9,66.9,68.0,70.0,71.1,73.0,75.0,75.0,73.9,75.0,73.9,73.9,72.0,70.0,69.1,68.0,66.9,66.9,66.0
2017-09-18,66.0,66.0,64.9,64.9,64.0,63.0,64.0,64.9,68.0,71.1,73.0,75.9,73.9,73.9,75.0,75.0,73.0,70.0,68.0,68.0,68.0,68.0,68.0,0
2017-09-19,68.0,68.0,69.1,68.0,69.1,69.1,69.1,70.0,71.1,72.0,73.0,73.9,75.9,75.0,75.0,75.9,75.0,73.0,71.1,70.0,69.1,68.0,68.0,66.9
2017-09-20,66.0,66.0,64.9,64.9,64.0,63.0,64.0,66.9,71.1,73.9,75.9,78.1,78.1,77.0,75.9,75.9,75.0,73.9,72.0,71.1,70.0,70.0,70.0,69.1
2017-09-21,69.1,69.1,69.1,68.0,66.9,66.9,68.0,69.1,66.9,68.0,69.1,73.0,72.0,72.0,71.1,71.1,70.0,69.1,66.9,66.9,66.0,66.0,64.9,64.9
2017-09-22,64.0,63.0,63.0,62.1,62.1,63.0,63.0,64.9,66.9,68.0,72.0,71.1,75.0,73.9,73.0,72.0,71.1,70.0,66.9,66.0,64.9,64.0,64.0,63.0
2017-09-23,63.0,63.0,63.0,62.1,61.0,61.0,61.0,63.0,64.9,69.1,73.0,75.0,75.0,73.9,73.0,73.0,73.0,71.1,68.0,66.9,66.0,64.9,64.9,64.9
2017-09-24,63.0,63.0,63.0,61.0,61.0,60.1,60.1,64.0,69.1,75.0,80.1,82.9,84.9,84.9,81.0,80.1,78.1,78.1,75.0,73.0,72.0,71.1,70.0,68.0
2017-09-25,69.1,68.0,66.0,64.0,63.0,61.0,62.1,66.9,73.9,79.0,84.0,87.1,87.1,86.0,84.0,84.0,82.0,82.0,78.1,73.0,72.0,70.0,70.0,0
2017-09-26,69.1,66.9,64.9,64.9,64.0,63.0,64.0,69.1,72.0,75.9,81.0,84.0,87.1,84.0,81.0,81.0,80.1,77.0,73.0,71.1,70.0,70.0,69.1,68.0
2017-09-27,66.0,66.0,64.9,64.9,64.0,63.0,63.0,64.0,68.0,73.9,78.1,82.9,86.0,82.0,84.0,81.0,79.0,75.9,72.0,69.1,66.9,66.9,66.9,66.9
2017-09-28,66.0,64.9,64.0,64.0,63.0,63.0,63.0,66.9,72.0,75.9,82.0,86.0,84.9,84.9,86.0,84.0,80.6,79.0,73.9,72.0,72.0,71.1,71.1,70.0
2017-09-29,71.1,70.0,68.0,68.0,64.9,66.0,64.9,66.0,72.0,79.0,82.9,87.1,88.0,86.0,86.0,81.0,81.0,75.9,72.0,71.1,71.1,70.0,69.1,0
2017-09-30,68.0,68.0,66.0,64.9,64.9,66.0,64.9,66.0,69.1,73.0,75.9,77.0,80.1,79.0,77.0,73.9,72.0,70.0,68.0,68.0,66.9,66.9,68.0,0
2017-10-01,68.0,69.1,68.0,68.0,68.0,68.0,68.0,68.0,68.0,70.0,72.0,75.9,78.1,77.0,75.0,73.9,72.0,69.1,68.0,68.0,66.9,66.9,66.9,0
2017-10-02,66.9,66.9,66.0,66.0,66.0,66.0,64.9,66.0,69.1,72.0,75.9,75.9,78.1,75.9,75.9,75.0,73.9,72.0,71.1,69.1,68.0,66.9,66.0,66.0
2017-10-03,64.9,64.9,64.0,64.0,64.9,66.0,66.9,68.0,68.0,73.0,73.9,75.0,73.9,73.0,72.0,72.0,72.0,70.0,68.0,66.9,66.0,66.0,64.9,64.9
2017-10-04,64.0,64.0,64.0,63.0,62.1,60.1,60.1,63.0,66.0,72.0,73.9,75.9,78.1,78.1,77.0,75.0,75.0,73.9,70.0,68.0,68.0,68.0,66.0,64.9
2017-10-05,64.0,64.0,63.0,61.0,59.0,59.0,59.0,63.0,69.1,73.9,78.1,81.0,84.0,81.0,80.1,81.0,79.0,75.9,73.0,71.1,69.1,68.0,66.9,66.0
2017-10-06,64.9,64.9,61.0,61.0,61.0,60.1,62.1,68.0,75.9,82.4,87.1,91.9,91.0,91.0,89.1,87.1,84.0,81.0,78.1,73.9,73.0,73.0,71.1,0
2017-10-07,72.0,71.1,70.0,69.1,66.0,64.0,63.0,66.9,73.9,84.9,91.9,95.0,95.0,93.9,91.0,87.1,84.9,81.0,77.0,73.9,72.0,70.0,69.1,68.0
2017-10-08,66.9,66.0,66.9,66.0,63.0,64.9,66.0,66.0,68.0,71.1,75.0,78.1,79.0,80.1,79.0,77.0,75.0,73.0,71.1,69.1,68.0,68.0,68.0,68.0
2017-10-09,68.0,66.9,66.9,68.0,68.0,66.9,64.9,66.0,69.1,73.0,75.9,81.0,84.0,86.0,84.9,84.9,80.1,75.9,73.9,72.0,71.1,70.0,69.1,66.9
2017-10-10,66.0,64.0,63.0,62.1,63.0,60.1,62.1,70.0,77.0,84.0,87.1,82.9,82.0,79.0,79.0,75.0,71.1,69.1,68.0,66.9,66.0,66.0,0,0
2017-10-11,64.9,64.0,64.0,64.0,63.0,64.0,63.0,63.0,66.0,71.1,73.9,75.0,73.0,73.0,73.0,72.0,72.0,70.0,66.9,66.0,64.9,64.0,64.0,64.0
2017-10-12,64.0,64.0,64.0,64.0,64.9,64.0,64.0,64.0,66.0,69.1,71.1,73.9,75.9,73.0,73.0,72.0,71.1,69.1,66.9,66.0,64.9,64.9,64.0,64.0
2017-10-13,63.0,62.1,62.1,61.0,60.1,60.1,59.0,61.0,64.0,69.1,72.0,75.9,75.9,75.0,73.9,73.9,72.0,70.0,69.1,68.0,66.0,66.0,64.9,64.9
2017-10-14,64.0,63.0,62.1,61.0,60.1,61.0,60.1,62.1,66.0,72.0,78.1,82.9,86.0,86.0,87.1,84.0,80.1,75.0,72.0,70.0,69.1,68.0,68.0,66.0
2017-10-15,66.0,64.9,64.0,63.0,68.0,68.0,66.9,69.1,75.0,82.0,88.0,91.9,95.0,93.9,96.1,93.9,87.1,84.0,79.0,75.9,73.0,71.1,70.0,69.1
2017-10-16,68.0,68.0,70.0,70.0,69.1,68.0,66.0,70.0,78.1,84.9,89.1,93.0,95.0,91.9,90.0,89.1,89.1,86.0,78.1,77.0,75.0,75.0,73.9,71.1
2017-10-17,69.1,71.1,71.1,73.0,69.1,68.0,66.0,68.0,75.9,82.0,90.0,93.0,86.0,86.0,88.0,84.0,82.9,78.1,77.0,75.9,75.0,75.9,73.0,0
2017-10-18,72.0,70.0,71.1,71.1,71.1,70.0,68.0,69.1,73.0,80.1,82.9,84.9,84.9,84.0,81.0,81.0,79.0,77.0,73.9,72.0,70.0,69.1,69.1,68.0
2017-10-19,66.9,66.0,64.9,64.9,64.0,66.0,69.1,69.1,70.0,72.0,75.0,77.0,75.0,75.0,73.9,73.0,72.0,72.0,69.1,68.0,68.0,68.0,66.9,66.9
2017-10-20,66.0,66.9,66.0,64.9,64.9,64.0,66.0,70.0,72.0,75.0,73.9,72.0,72.0,71.1,70.0,69.1,68.0,66.9,66.9,66.0,66.9,68.0,0,0
2017-10-21,66.9,66.9,63.0,62.1,61.0,61.0,66.0,68.0,72.0,75.0,77.0,75.9,75.0,73.9,75.0,72.0,71.1,70.0,68.0,66.9,66.0,64.9,0,0
2017-10-22,64.9,63.0,63.0,62.1,66.9,64.9,63.0,64.9,72.0,81.0,86.0,88.0,91.0,91.9,91.9,90.0,87.1,84.0,80.1,75.0,72.0,72.0,70.0,69.1
2017-10-23,68.0,68.0,69.1,73.0,70.0,70.0,68.0,72.0,80.1,87.1,93.0,97.0,100.9,100.0,102.0,102.0,99.0,93.9,89.1,84.0,81.0,79.0,77.0,75.9
2017-10-24,75.0,73.0,72.0,71.1,71.1,70.0,70.0,71.1,79.0,91.0,97.0,100.0,102.9,102.9,102.0,102.9,102.0,96.1,91.0,86.0,82.9,82.0,79.0,78.1
2017-10-25,75.0,73.9,72.0,72.0,70.0,71.1,75.0,72.0,82.0,89.1,95.0,99.0,99.0,99.0,96.1,93.0,90.0,84.9,82.0,79.0,77.0,73.9,75.9,0
2017-10-26,73.9,72.0,70.0,68.0,66.9,66.9,66.9,68.0,75.9,82.0,86.0,90.0,91.9,91.9,91.0,86.0,84.9,82.0,78.1,75.0,73.9,73.0,71.1,70.0
2017-10-27,68.0,66.9,66.0,64.9,64.0,64.9,64.0,72.0,77.0,81.0,84.0,84.0,82.9,82.0,82.9,81.0,77.0,73.0,69.1,66.9,66.9,66.0,64.9,0
2017-10-28,64.9,63.0,63.0,63.0,63.0,63.0,63.0,63.0,0.0,0.0,0.0,73.9,78.1,78.1,75.9,73.0,71.1,69.1,66.0,64.9,64.0,64.0,63.0,63.0
2017-10-29,62.1,62.1,62.1,63.0,63.0,0.0,0.0,0.0,0.0,0.0,64.0,66.0,69.1,71.1,71.1,71.1,66.0,66.0,64.9,64.9,64.9,64.9,64.9,64.0
2017-10-30,64.9,64.9,64.9,64.9,64.9,64.9,64.0,64.9,64.9,66.0,68.0,68.0,68.0,69.1,69.1,66.9,68.0,66.9,66.0,64.9,64.9,64.9,64.0,64.0
2017-10-31,64.0,64.0,64.0,64.0,63.0,63.0,63.0,64.0,64.9,64.9,68.0,66.9,68.0,66.9,66.9,66.0,64.9,64.9,64.0,64.0,64.0,64.0,0,0
2017-11-01,64.0,63.0,63.0,64.0,64.0,64.0,64.0,64.0,64.9,66.0,69.1,69.1,70.0,71.1,70.0,70.0,68.0,64.9,64.9,64.0,64.0,64.0,63.0,0
2017-11-02,63.0,63.0,63.0,63.0,63.0,62.1,62.1,61.0,61.0,63.0,66.9,64.9,66.9,66.9,66.9,66.0,64.9,64.9,64.0,64.0,63.0,63.0,63.0,62.1
2017-11-03,60.1,61.0,61.0,61.0,62.1,62.1,62.1,62.1,63.0,66.0,66.9,70.0,70.0,69.1,71.1,70.0,68.0,66.0,64.9,64.0,64.0,63.0,62.1,62.1
2017-11-04,62.1,60.1,60.1,57.9,57.9,57.0,57.0,57.0,62.1,64.9,68.0,71.1,71.1,71.1,69.1,69.1,68.0,66.0,64.9,64.9,64.0,63.0,63.0,62.1
2017-11-05,61.0,61.0,62.1,62.1,62.1,62.1,61.0,61.0,62.1,63.0,66.9,68.0,68.0,70.0,69.1,69.1,66.9,64.9,63.0,63.0,63.0,61.0,61.0,60.1
2017-11-06,59.0,60.1,61.0,61.0,59.0,60.1,60.1,62.1,64.0,68.0,70.0,72.0,70.0,70.0,69.1,68.0,66.0,64.9,64.9,64.0,63.0,62.1,62.1,61.0
2017-11-07,61.0,60.1,60.1,60.1,60.1,60.1,60.1,61.0,66.0,70.0,72.0,73.0,73.9,73.9,71.1,70.0,68.0,66.0,64.9,64.0,62.1,63.0,61.0,62.1
2017-11-08,60.1,60.1,59.0,57.0,57.0,57.0,57.9,62.1,68.0,73.0,75.0,77.0,73.9,72.0,70.0,70.0,66.9,64.9,64.9,64.0,63.0,62.1,61.0,61.0
2017-11-09,60.1,61.0,62.1,60.1,61.0,61.0,61.0,63.0,64.9,69.1,68.0,72.0,70.0,70.0,68.0,68.0,66.0,64.0,63.0,63.0,62.1,61.0,61.0,60.1
2017-11-10,59.0,59.0,59.0,60.1,60.1,60.1,61.0,62.1,63.0,66.0,66.9,68.0,70.0,69.1,66.9,66.0,64.0,62.1,62.1,61.0,60.1,60.1,57.9,57.9
2017-11-11,57.9,55.9,55.0,54.0,54.0,55.0,54.0,57.9,62.1,66.0,69.1,71.1,72.0,70.0,69.1,66.9,64.0,63.0,62.1,60.1,59.0,59.0,59.0,0
2017-11-12,60.1,59.0,57.9,57.0,55.9,57.0,55.0,59.0,62.1,64.0,64.9,66.9,68.0,69.1,66.9,66.0,64.9,63.0,62.1,61.0,61.0,60.1,57.9,57.0
2017-11-13,57.0,55.0,54.0,54.0,55.0,53.1,55.0,57.9,63.0,64.9,66.9,69.1,70.0,72.0,71.1,68.0,66.0,63.0,62.1,60.1,59.0,57.9,57.0,57.0
2017-11-14,55.9,55.0,55.9,57.0,54.0,53.1,54.0,57.0,64.0,71.1,73.9,75.9,75.9,75.0,73.9,72.0,66.9,66.0,64.0,63.0,63.0,62.1,60.1,60.1
2017-11-15,57.9,57.9,59.0,57.0,57.0,57.0,57.0,61.0,66.9,72.0,75.0,78.1,79.0,77.0,75.0,73.0,70.0,68.0,68.0,64.9,64.0,63.0,62.1,62.1
2017-11-16,61.0,60.1,61.0,60.1,59.0,62.1,63.0,66.0,72.0,75.9,78.1,75.0,75.0,73.0,73.0,71.1,69.1,69.1,69.1,69.1,69.1,66.9,66.0,0
2017-11-17,64.9,64.0,63.0,63.0,63.0,64.0,66.0,68.0,72.0,72.0,72.0,71.1,70.0,66.9,64.9,64.0,64.0,63.0,63.0,62.1,63.0,62.1,0,0
2017-11-18,59.0,57.9,57.0,55.9,57.0,57.0,60.1,64.9,70.0,73.0,75.0,75.9,77.0,75.0,71.1,66.0,64.9,64.0,62.1,62.1,64.0,63.0,62.1,0
2017-11-19,60.1,59.0,59.0,57.9,57.0,57.0,57.0,60.1,64.0,72.0,73.0,75.0,73.9,75.9,73.9,71.1,68.0,62.1,61.0,59.0,57.9,57.0,57.9,55.0
2017-11-20,54.0,53.1,55.0,52.0,51.1,51.1,51.1,55.9,63.0,68.0,71.1,72.0,73.0,72.0,73.0,70.0,69.1,66.9,64.9,64.0,63.0,62.1,61.0,61.0
2017-11-21,60.1,60.1,59.0,57.9,57.9,57.9,59.0,64.9,73.9,80.1,82.9,87.1,84.0,81.0,80.1,79.0,77.0,73.0,70.0,66.9,66.0,69.1,66.9,0
2017-11-22,69.1,69.1,69.1,69.1,68.0,68.0,68.0,70.0,77.0,84.0,89.1,91.0,91.0,93.0,91.0,86.0,81.0,77.0,73.9,71.1,70.0,72.0,73.9,72.0
2017-11-23,72.0,71.1,71.1,70.0,69.1,70.0,69.1,72.0,79.0,86.0,88.0,91.0,91.0,90.0,86.0,82.0,78.1,73.9,71.1,69.1,66.9,66.0,64.9,64.0
2017-11-24,63.0,62.1,61.0,60.1,60.1,59.0,59.0,64.9,72.0,78.1,82.9,84.0,82.0,81.0,78.1,75.0,72.0,70.0,68.0,66.0,66.0,64.9,64.0,0
2017-11-25,63.0,62.1,61.0,59.0,59.0,59.0,59.0,62.1,70.0,78.1,79.0,82.0,82.0,82.9,81.0,77.0,71.1,66.0,64.0,62.1,61.0,61.0,61.0,0
2017-11-26,61.0,60.1,60.1,60.1,59.0,59.0,59.0,59.0,60.1,62.1,66.0,69.1,69.1,69.1,64.9,63.0,61.0,61.0,60.1,57.9,59.0,60.1,60.1,0
2017-11-27,59.0,59.0,60.1,60.1,61.0,59.0,59.0,61.0,62.1,64.4,64.0,66.0,64.9,66.0,68.0,66.9,64.9,63.0,62.1,61.0,61.0,59.0,57.9,55.0
2017-11-28,54.0,52.0,53.1,50.0,50.0,50.0,50.0,55.0,62.1,66.9,71.1,73.9,73.9,73.9,73.9,69.1,66.0,64.0,64.0,64.0,62.1,61.0,61.0,60.1
2017-11-29,59.0,57.9,55.9,54.0,54.0,53.1,52.0,57.0,62.1,66.9,71.1,72.0,73.0,69.1,64.9,63.0,62.1,61.0,60.1,57.9,57.0,55.9,55.0,0
2017-11-30,54.0,53.1,54.0,51.1,51.1,52.0,51.1,53.1,59.0,66.9,71.1,75.0,73.9,73.0,71.1,68.0,64.0,63.0,61.0,60.1,59.0,57.9,57.9,57.0
2017-12-01,55.0,55.0,55.0,55.0,53.1,53.1,53.1,55.9,61.0,66.9,70.0,73.0,72.0,70.0,70.0,70.0,66.0,63.0,61.0,60.1,59.0,57.0,57.0,55.9
2017-12-02,55.0,54.0,53.1,53.1,53.1,52.0,51.1,55.9,63.0,69.1,73.0,75.9,73.0,73.0,71.1,66.9,63.0,62.1,61.0,60.1,57.9,57.9,57.0,0
2017-12-03,57.0,55.9,54.0,54.0,53.1,52.0,53.1,55.0,59.0,64.0,66.0,68.0,68.0,68.0,66.0,64.9,62.1,60.1,59.0,57.9,57.9,55.9,55.9,55.9
2017-12-04,55.9,57.0,55.9,57.0,0.0,55.9,54.0,55.0,59.0,63.0,64.9,69.1,70.0,71.1,71.1,70.0,66.9,64.0,63.0,62.1,62.1,59.0,52.0,0
2017-12-05,50.0,48.9,48.0,46.0,46.0,46.9,48.9,50.0,57.9,64.9,66.9,70.0,69.1,71.1,70.0,68.0,66.0,64.0,59.0,57.0,54.0,53.1,52.0,48.9
2017-12-06,48.0,46.0,46.9,45.0,44.1,45.0,50.0,55.9,66.9,71.1,73.9,73.9,75.0,73.0,72.0,66.0,63.0,63.0,60.1,59.0,57.0,55.0,55.0,0
2017-12-07,53.1,51.1,51.1,46.9,46.9,46.9,46.9,51.1,62.1,69.1,73.9,77.0,77.0,77.0,77.0,77.0,72.0,66.0,63.0,60.1,59.0,57.0,57.0,55.9
2017-12-08,54.0,52.0,53.1,50.0,48.9,48.9,50.0,52.0,59.0,71.1,73.0,75.9,77.0,75.9,73.9,71.1,68.0,64.0,62.1,59.0,59.0,57.9,55.0,55.0
2017-12-09,54.0,53.1,52.0,52.0,50.0,52.0,51.1,55.0,62.1,73.9,77.0,0.0,82.0,82.0,82.9,80.1,71.1,66.9,66.0,63.0,61.0,59.0,57.9,57.0
2017-12-10,55.9,55.0,53.1,52.0,51.1,51.1,50.0,59.0,64.0,66.0,73.0,79.0,81.0,80.1,82.0,78.1,72.0,69.1,68.0,64.9,63.0,62.1,61.0,57.9
2017-12-11,57.0,57.0,60.1,60.1,61.0,61.0,57.9,62.1,68.0,73.9,79.0,80.1,80.1,79.0,73.0,70.0,64.0,62.1,60.1,57.0,57.0,59.0,54.0,0
2017-12-12,60.1,55.0,57.9,57.9,57.9,57.0,57.0,57.9,64.9,73.0,75.9,79.0,80.1,82.0,79.0,77.0,70.0,64.9,61.0,60.1,57.9,57.0,55.0,54.0
2017-12-13,52.0,53.1,52.0,50.0,48.9,50.0,51.1,55.0,62.1,72.0,77.0,80.1,80.1,80.1,77.0,75.0,69.1,66.0,63.0,60.1,57.0,55.0,54.0,53.1
2017-12-14,55.0,51.1,50.0,50.0,48.9,48.9,48.9,52.0,60.1,66.9,69.1,73.9,73.9,73.9,75.0,75.0,70.0,64.9,62.1,60.1,59.0,57.0,55.0,54.0
2017-12-15,53.1,51.1,50.0,51.1,55.0,57.0,55.9,57.9,64.9,73.0,77.0,80.1,79.0,80.1,77.0,73.9,69.1,64.9,62.1,61.0,60.1,59.0,57.0,57.9
2017-12-16,55.9,54.0,54.0,53.1,57.0,55.0,55.0,57.0,59.0,62.1,64.9,66.0,66.9,66.9,66.0,64.0,61.0,59.0,57.9,57.0,55.0,55.0,54.0,53.1
2017-12-17,51.1,51.1,50.0,50.0,48.9,48.9,53.1,57.9,60.1,66.0,68.0,70.0,71.1,72.0,71.1,66.9,64.9,60.1,59.0,57.0,55.0,57.0,54.0,0
2017-12-18,53.1,55.0,50.0,52.0,53.1,52.0,51.1,55.0,59.0,64.9,66.9,69.1,70.0,72.0,69.1,66.0,64.0,60.1,57.9,57.0,55.0,54.0,53.1,52.0
2017-12-19,50.0,48.9,48.9,48.0,46.9,48.0,46.9,48.9,55.9,61.0,64.0,66.0,66.0,69.1,68.0,66.0,62.1,60.1,57.9,55.9,55.0,54.0,53.1,52.0
2017-12-20,52.0,50.0,48.9,48.0,46.9,46.9,46.9,48.9,54.0,57.9,59.0,59.0,57.9,59.0,59.0,57.9,57.9,57.9,55.9,55.9,55.9,53.1,52.0,51.1
2017-12-21,51.1,50.0,50.0,46.0,45.0,46.9,46.0,51.1,57.0,59.0,60.1,61.0,62.1,62.1,61.0,57.0,54.0,52.0,50.0,50.0,48.0,46.9,44.1,0
2017-12-22,43.0,42.1,45.0,43.0,39.9,39.9,42.1,46.9,52.0,57.0,62.1,62.1,63.0,64.0,64.0,63.0,60.1,55.9,53.1,52.0,51.1,48.9,48.9,51.1
2017-12-23,51.1,48.9,48.0,48.9,50.0,48.0,48.9,50.0,54.0,57.9,62.1,64.0,66.0,64.9,63.0,60.1,55.9,55.0,54.0,54.0,53.1,54.0,52.0,0
